ファイル名,問題番号,IRT困難度_300尺度,IRT困難度_theta換算,識別力_300尺度,識別力_theta換算,推定誤差_300尺度,推定誤差_theta換算,識別力の推定誤差_300尺度,識別力の推定誤差_theta換算
m-jh1-A-02-10b.txt,問題2,38.7,0.774,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-A-02-10b.txt,問題3,41.7,0.834,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-A-02-10b.txt,問題4,44.7,0.894,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh1-A-02-10s.txt,問題1,52.2,1.044,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh1-A-02-10s.txt,問題2,55.2,1.104,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh1-A-02-10s.txt,問題3,58.2,1.164,0.0166,0.830,20.0,0.400,0.0042,0.210
m-jh1-A-02-10s.txt,問題4,61.2,1.224,0.0170,0.850,20.0,0.400,0.0042,0.210
m-jh1-A-02-11b.txt,問題1,36.8,0.736,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-A-02-11b.txt,問題2,39.8,0.796,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-A-02-11b.txt,問題3,42.8,0.856,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-A-02-11b.txt,問題4,45.8,0.916,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh1-A-02-11s.txt,問題1,53.3,1.066,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh1-A-02-11s.txt,問題2,56.3,1.126,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh1-A-02-11s.txt,問題3,59.3,1.186,0.0166,0.830,20.0,0.400,0.0042,0.210
m-jh1-A-02-11s.txt,問題4,62.3,1.246,0.0170,0.850,20.0,0.400,0.0042,0.210
m-jh1-A-03-01b.txt,問題1,37.9,0.758,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-A-03-01b.txt,問題2,40.9,0.818,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-A-03-02b.txt,問題1,38.5,0.770,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-A-03-02b.txt,問題2,41.5,0.830,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-A-03-03b.txt,問題1,39.0,0.780,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-A-03-03b.txt,問題2,42.0,0.840,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-A-03-03b.txt,問題3,45.0,0.900,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-A-03-03b.txt,問題4,48.0,0.960,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh1-A-03-03b.txt,問題5,51.0,1.020,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh1-A-03-03b.txt,問題6,54.0,1.080,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh1-A-03-03b.txt,問題7,57.0,1.140,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh1-A-03-03b.txt,問題8,60.0,1.200,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh1-A-03-03s.txt,問題1,55.6,1.112,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh1-A-03-03s.txt,問題2,58.6,1.172,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh1-A-03-04b.txt,問題1,40.2,0.804,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-A-03-04b.txt,問題2,43.2,0.864,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-A-03-04b.txt,問題3,46.2,0.924,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-A-03-04b.txt,問題4,49.2,0.984,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh1-A-03-04s.txt,問題1,56.7,1.134,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh1-A-03-04s.txt,問題2,59.7,1.194,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh1-A-03-05b.txt,問題1,41.3,0.826,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-A-03-05b.txt,問題2,44.3,0.886,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-A-03-05s.txt,問題1,57.9,1.158,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh1-A-03-05s.txt,問題2,60.9,1.218,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh1-A-03-06b.txt,問題1,42.4,0.848,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-A-03-06b.txt,問題2,45.4,0.908,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-A-03-06s.txt,問題1,59.0,1.180,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh1-A-03-06s.txt,問題2,62.0,1.240,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh1-A-03-07b.txt,問題1,43.6,0.872,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-A-03-07b.txt,問題2,46.6,0.932,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-A-03-07s.txt,問題1,60.1,1.202,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh1-A-03-07s.txt,問題2,63.1,1.262,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh1-A-03-08b.txt,問題1,44.7,0.894,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-A-03-08b.txt,問題2,47.7,0.954,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-A-03-08s.txt,問題1,61.3,1.226,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh1-A-03-08s.txt,問題2,64.3,1.286,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh1-A-03-09b.txt,問題1,45.8,0.916,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-A-03-09b.txt,問題2,48.8,0.976,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-A-03-09s.txt,問題1,62.4,1.248,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh1-A-03-10b.txt,問題1,47.0,0.940,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-A-03-10b.txt,問題2,50.0,1.000,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-A-03-10s.txt,問題1,63.5,1.270,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh1-A-03-10s.txt,問題2,66.5,1.330,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh1-A-03-11b.txt,問題1,48.1,0.962,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-A-03-11b.txt,問題2,51.1,1.022,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-A-03-11s.txt,問題1,64.7,1.294,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh1-A-03-11s.txt,問題2,67.7,1.354,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh1-A-03-12b.txt,問題1,49.2,0.984,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-A-03-12b.txt,問題2,52.2,1.044,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-A-03-12s.txt,問題1,65.8,1.316,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh1-A-03-12s.txt,問題2,68.8,1.376,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh1-A-03-13b.txt,問題1,50.3,1.006,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-A-03-13b.txt,問題2,53.3,1.066,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-A-03-13b.txt,問題3,56.3,1.126,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-A-03-13s.txt,問題1,66.9,1.338,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh1-A-03-13s.txt,問題2,69.9,1.398,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh1-A-03-13s.txt,問題3,72.9,1.458,0.0166,0.830,20.0,0.400,0.0042,0.210
m-jh1-B-01-01b.txt,問題1,51.5,1.030,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-B-01-01b.txt,問題2,54.5,1.090,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-B-01-01b.txt,問題3,57.5,1.150,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-B-01-01b.txt,問題4,60.5,1.210,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh1-B-01-01b.txt,問題5,63.5,1.270,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh1-B-01-01b.txt,問題6,66.5,1.330,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh1-B-01-01b.txt,問題7,69.5,1.390,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh1-B-01-02b.txt,問題1,52.0,1.040,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-B-01-02b.txt,問題2,55.0,1.100,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-B-01-03b.txt,問題1,52.6,1.052,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-B-01-03b.txt,問題2,55.6,1.112,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-B-01-04b.txt,問題1,53.2,1.064,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-B-01-04b.txt,問題2,56.2,1.124,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-B-01-04b.txt,問題3,59.2,1.184,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-B-01-04b.txt,問題4,62.2,1.244,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh1-B-01-05b.txt,問題1,53.7,1.074,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-B-01-05b.txt,問題2,56.7,1.134,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-B-01-05b.txt,問題3,59.7,1.194,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-B-01-06b.txt,問題1,54.3,1.086,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-B-01-06b.txt,問題2,57.3,1.146,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-B-01-06b.txt,問題3,60.3,1.206,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-B-01-06b.txt,問題4,63.3,1.266,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh1-B-01-07b.txt,問題1,54.9,1.098,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-B-01-07b.txt,問題2,57.9,1.158,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-B-01-07b.txt,問題3,60.9,1.218,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-B-01-07b.txt,問題4,63.9,1.278,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh1-B-01-08b.txt,問題1,55.4,1.108,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-B-01-08b.txt,問題2,58.4,1.168,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-B-01-09b.txt,問題1,56.0,1.120,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-B-01-09b.txt,問題2,59.0,1.180,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-B-01-09b.txt,問題3,62.0,1.240,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-B-01-10b.txt,問題1,56.6,1.132,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-B-01-10b.txt,問題2,59.6,1.192,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-B-01-11b.txt,問題1,57.1,1.142,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-B-01-11b.txt,問題2,60.1,1.202,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-B-01-13b.txt,問題1,57.7,1.154,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-B-01-13b.txt,問題2,60.7,1.214,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-B-01-14b.txt,問題1,58.3,1.166,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-B-01-14b.txt,問題2,61.3,1.226,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-B-01-15b.txt,問題1,58.8,1.176,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-B-01-15b.txt,問題2,61.8,1.236,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-B-01-16b.txt,問題1,59.4,1.188,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-B-01-16b.txt,問題2,62.4,1.248,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-B-01-17b.txt,問題1,60.0,1.200,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-B-01-17b.txt,問題2,63.0,1.260,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-B-02-01b.txt,問題1,60.5,1.210,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-B-02-01b.txt,問題2,63.5,1.270,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-B-02-01b.txt,問題3,66.5,1.330,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-B-02-01b.txt,問題4,69.5,1.390,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh1-B-02-02b.txt,問題1,61.1,1.222,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-B-02-02b.txt,問題2,64.1,1.282,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-B-02-03b.txt,問題1,61.7,1.234,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-B-02-03b.txt,問題2,64.7,1.294,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-B-02-03b.txt,問題3,67.7,1.354,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-B-02-03b.txt,問題4,70.7,1.414,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh1-B-02-05b.txt,問題1,62.2,1.244,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-B-02-05b.txt,問題2,65.2,1.304,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-B-02-06b.txt,問題1,62.8,1.256,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-B-02-06b.txt,問題2,65.8,1.316,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-B-02-07b.txt,問題1,63.3,1.266,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-B-03-01b.txt,問題1,63.9,1.278,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-B-03-01b.txt,問題2,66.9,1.338,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-B-03-01b.txt,問題3,69.9,1.398,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-B-03-01b.txt,問題4,72.9,1.458,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh1-B-03-02b.txt,問題1,64.5,1.290,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-B-03-02b.txt,問題2,67.5,1.350,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-B-03-02b.txt,問題3,70.5,1.410,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-B-03-04b.txt,問題1,65.0,1.300,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-B-03-04b.txt,問題2,68.0,1.360,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-C-01-01b.txt,問題1,65.6,1.312,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-C-01-01b.txt,問題2,68.6,1.372,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-C-01-01b.txt,問題3,71.6,1.432,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-C-01-02b.txt,問題1,66.2,1.324,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-C-01-02b.txt,問題2,69.2,1.384,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-C-01-02b.txt,問題3,72.2,1.444,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-C-01-03b.txt,問題1,66.7,1.334,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-C-01-03b.txt,問題2,69.7,1.394,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-C-01-03b.txt,問題3,72.7,1.454,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-C-01-04b.txt,問題1,67.3,1.346,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-C-01-04b.txt,問題2,70.3,1.406,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-C-01-04b.txt,問題3,73.3,1.466,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-C-01-05b.txt,問題1,67.9,1.358,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-C-01-05b.txt,問題2,70.9,1.418,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-C-01-05b.txt,問題3,73.9,1.478,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-C-01-06b.txt,問題1,68.4,1.368,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-C-01-06b.txt,問題2,71.4,1.428,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-C-01-06b.txt,問題3,74.4,1.488,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-C-01-07b.txt,問題1,69.0,1.380,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-C-01-07b.txt,問題2,72.0,1.440,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-C-01-09b.txt,問題1,69.6,1.392,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-C-01-09b.txt,問題2,72.6,1.452,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-C-01-09b.txt,問題3,75.6,1.512,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-C-01-10b.txt,問題1,70.1,1.402,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-C-01-10b.txt,問題2,73.1,1.462,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-C-01-11b.txt,問題1,70.7,1.414,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-C-01-11b.txt,問題2,73.7,1.474,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-C-01-12b.txt,問題1,71.3,1.426,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-C-01-12b.txt,問題2,74.3,1.486,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-C-01-12b.txt,問題3,77.3,1.546,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-C-01-13b.txt,問題1,71.8,1.436,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-C-01-13b.txt,問題2,74.8,1.496,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-C-01-13b.txt,問題3,77.8,1.556,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-C-01-13b.txt,問題4,80.8,1.616,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh1-C-01-13b.txt,問題5,83.8,1.676,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh1-C-01-14b.txt,問題1,72.4,1.448,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-C-01-14b.txt,問題2,75.4,1.508,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-C-01-14b.txt,問題3,78.4,1.568,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-C-01-15b.txt,問題1,73.0,1.460,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-C-01-15b.txt,問題2,76.0,1.520,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-C-01-15b.txt,問題3,79.0,1.580,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-C-01-15b.txt,問題4,82.0,1.640,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh1-C-01-15b.txt,問題5,85.0,1.700,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh1-C-01-16b.txt,問題1,73.5,1.470,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-C-01-16b.txt,問題2,76.5,1.530,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-C-01-16b.txt,問題3,79.5,1.590,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-C-02-01b.txt,問題1,74.1,1.482,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-C-02-01b.txt,問題2,77.1,1.542,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-C-02-01b.txt,問題3,80.1,1.602,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-C-02-01b.txt,問題4,83.1,1.662,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh1-C-02-02b.txt,問題1,74.7,1.494,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-C-02-02b.txt,問題2,77.7,1.554,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-C-02-02b.txt,問題3,80.7,1.614,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-C-02-03b.txt,問題1,75.2,1.504,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-C-02-03b.txt,問題2,78.2,1.564,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-C-02-03b.txt,問題3,81.2,1.624,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-C-02-03b.txt,問題4,84.2,1.684,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh1-C-02-04b.txt,問題1,75.8,1.516,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-C-02-04b.txt,問題2,78.8,1.576,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-C-02-04b.txt,問題3,81.8,1.636,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-C-02-04b.txt,問題4,84.8,1.696,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh1-C-02-05b.txt,問題1,76.3,1.526,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-C-02-05b.txt,問題2,79.3,1.586,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-C-02-05b.txt,問題3,82.3,1.646,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-C-02-08b.txt,問題1,76.9,1.538,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-C-02-08b.txt,問題2,79.9,1.598,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-C-02-08b.txt,問題3,82.9,1.658,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-C-02-09b.txt,問題1,77.5,1.550,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-C-02-09b.txt,問題2,80.5,1.610,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-C-02-09b.txt,問題3,83.5,1.670,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-C-02-10b.txt,問題1,78.0,1.560,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-C-02-10b.txt,問題2,81.0,1.620,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-C-02-10b.txt,問題3,84.0,1.680,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-C-02-10b.txt,問題4,87.0,1.740,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh1-C-02-11b.txt,問題1,78.6,1.572,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-C-02-11b.txt,問題2,81.6,1.632,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-C-02-12b.txt,問題1,79.2,1.584,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-C-02-12b.txt,問題2,82.2,1.644,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-C-02-13b.txt,問題1,79.7,1.594,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-C-02-13b.txt,問題2,82.7,1.654,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-C-02-14b.txt,問題1,80.3,1.606,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-C-02-14b.txt,問題2,83.3,1.666,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-C-02-15b.txt,問題1,80.9,1.618,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-C-02-15b.txt,問題2,83.9,1.678,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-C-02-15b.txt,問題3,86.9,1.738,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-C-02-16b.txt,問題1,81.4,1.628,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh1-C-02-16b.txt,問題2,84.4,1.688,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh1-C-02-16b.txt,問題3,87.4,1.748,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh1-D-01-12b.txt,問題1,82.0,1.640,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-A-01-01b.txt,問題1,105.0,2.100,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-A-01-01b.txt,問題2,108.0,2.160,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-A-01-02b.txt,問題1,106.0,2.120,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-A-01-02b.txt,問題2,109.0,2.180,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-A-01-03b.txt,問題1,107.0,2.140,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-A-01-03b.txt,問題2,110.0,2.200,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-A-01-04b.txt,問題1,108.0,2.160,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-A-01-04b.txt,問題2,111.0,2.220,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-A-01-04b.txt,問題3,114.0,2.280,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh2-A-01-04s.txt,問題1,124.9,2.498,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh2-A-01-04s.txt,問題2,127.9,2.558,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh2-A-01-05b.txt,問題1,109.9,2.198,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-A-01-05b.txt,問題2,112.9,2.258,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-A-01-05s.txt,問題1,126.9,2.538,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh2-A-01-05s.txt,問題2,129.9,2.598,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh2-A-01-06b.txt,問題1,111.9,2.238,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-A-01-06b.txt,問題2,114.9,2.298,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-A-01-06s.txt,問題1,128.9,2.578,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh2-A-01-06s.txt,問題2,131.9,2.638,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh2-A-01-07b.txt,問題1,113.9,2.278,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-A-01-07b.txt,問題2,116.9,2.338,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-A-01-07s.txt,問題1,130.9,2.618,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh2-A-01-07s.txt,問題2,133.9,2.678,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh2-A-01-08b.txt,問題1,115.9,2.318,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-A-01-08b.txt,問題2,118.9,2.378,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-A-01-08s.txt,問題1,132.8,2.656,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh2-A-01-08s.txt,問題2,135.8,2.716,0.0162,0.810,20.0,0.400,0.0042,0.210
